"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-09-01 00:00","2017","09","01","00:00","‡","16.4","","12.8","","79","","12","","7","","48.3","","101.99","","","","","","NA"
"2017-09-01 01:00","2017","09","01","01:00","‡","15.8","","13.3","","85","","13","","7","","48.3","","101.99","","","","","","Clear"
"2017-09-01 02:00","2017","09","01","02:00","‡","15.0","","13.4","","90","","11","","5","","48.3","","102.02","","","","","","NA"
"2017-09-01 03:00","2017","09","01","03:00","‡","14.5","","11.8","","84","","9","","12","","48.3","","102.01","","","","","","NA"
"2017-09-01 04:00","2017","09","01","04:00","‡","14.5","","11.3","","81","","8","","7","","48.3","","102.02","","","","","","Clear"
"2017-09-01 05:00","2017","09","01","05:00","‡","14.1","","11.2","","83","","10","","5","","48.3","","102.07","","","","","","NA"
"2017-09-01 06:00","2017","09","01","06:00","‡","14.2","","11.8","","85","","11","","3","","48.3","","102.08","","","","","","NA"
"2017-09-01 07:00","2017","09","01","07:00","‡","16.3","","12.6","","78","","15","","4","","48.3","","102.13","","","","","","Clear"
"2017-09-01 08:00","2017","09","01","08:00","‡","17.7","","13.3","","75","","20","","5","","48.3","","102.15","","","","","","NA"
"2017-09-01 09:00","2017","09","01","09:00","‡","18.9","","14.0","","73","","27","","8","","48.3","","102.17","","","","","","NA"
"2017-09-01 10:00","2017","09","01","10:00","‡","19.6","","14.4","","72","","25","","12","","48.3","","102.15","","","","","","Mainly Clear"
"2017-09-01 11:00","2017","09","01","11:00","‡","19.4","","14.3","","72","","25","","17","","48.3","","102.10","","","","","","NA"
"2017-09-01 12:00","2017","09","01","12:00","‡","20.8","","15.1","","70","","26","","14","","48.3","","102.04","","25","","","","NA"
"2017-09-01 13:00","2017","09","01","13:00","‡","21.2","","14.0","","63","","27","","11","","56.3","","102.01","","25","","","","Mainly Clear"
"2017-09-01 14:00","2017","09","01","14:00","‡","22.0","","13.5","","58","","24","","11","","64.4","","101.95","","25","","","","NA"
"2017-09-01 15:00","2017","09","01","15:00","‡","22.9","","15.1","","61","","29","","10","","64.4","","101.88","","27","","","","NA"
