"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-01-01 00:00","2017","01","01","00:00","‡","1.2","","-0.4","","89","","36","","8","","19.3","","100.54","","","","","","NA"
"2017-01-01 01:00","2017","01","01","01:00","‡","0.9","","-0.7","","89","","36","","2","","24.1","","100.55","","","","","","Cloudy"
"2017-01-01 02:00","2017","01","01","02:00","‡","1.2","","0.6","","96","","8","","4","","19.3","","100.61","","","","","","NA"
"2017-01-01 03:00","2017","01","01","03:00","‡","0.6","","0.2","","97","","36","","2","","19.3","","100.65","","","","","","NA"
"2017-01-01 04:00","2017","01","01","04:00","‡","0.6","","0.2","","97","","23","","3","","19.3","","100.65","","","","","","Cloudy"
"2017-01-01 05:00","2017","01","01","05:00","‡","0.2","","-0.1","","98","","2","","3","","24.1","","100.67","","","","","","NA"
"2017-01-01 06:00","2017","01","01","06:00","‡","0.2","","-0.1","","98","","7","","3","","24.1","","100.67","","","","","","NA"
"2017-01-01 07:00","2017","01","01","07:00","‡","0.8","","0.4","","97","","4","","8","","24.1","","100.72","","","","","","Cloudy"
"2017-01-01 08:00","2017","01","01","08:00","‡","0.4","","-2.2","","83","","2","","5","","32.2","","100.74","","","","","","NA"
"2017-01-01 09:00","2017","01","01","09:00","‡","0.8","","-4.1","","70","","36","","19","","48.3","","100.82","","","","","","NA"
"2017-01-01 10:00","2017","01","01","10:00","‡","2.1","","-5.3","","58","","35","","23","","48.3","","100.90","","","","","","Cloudy"
"2017-01-01 11:00","2017","01","01","11:00","‡","2.0","","-5.9","","56","","35","","29","","48.3","","100.95","","","","","","NA"
"2017-01-01 12:00","2017","01","01","12:00","‡","1.6","","-6.3","","56","","34","","24","","48.3","","100.98","","","","","","NA"
"2017-01-01 13:00","2017","01","01","13:00","‡","1.4","","-6.5","","56","","34","","21","","48.3","","100.97","","","","","","Cloudy"
"2017-01-01 14:00","2017","01","01","14:00","‡","1.3","","-6.1","","58","","36","","18","","48.3","","100.98","","","","","","NA"
"2017-01-01 15:00","2017","01","01","15:00","‡","1.0","","-6.8","","56","","36","","12","","48.3","","101.02","","","","","","NA"
"2017-01-01 16:00","2017","01","01","16:00","‡","0.9","","-7.6","","53","","2","","14","","48.3","","101.03","","","","","","Mostly Cloudy"
"2017-01-01 17:00","2017","01","01","17:00","‡","-1.3","","-7.9","","61","","33","","7","","48.3","","101.09","","","","-4","","NA"
"2017-01-01 18:00","2017","01","01","18:00","‡","-0.4","","-9.6","","50","","4","","6","","48.3","","101.13","","","","-2","","NA"
"2017-01-01 19:00","2017","01","01","19:00","‡","-0.6","","-10.1","","49","","1","","9","","48.3","","101.18","","","","-4","","Mostly Cloudy"
"2017-01-01 20:00","2017","01","01","20:00","‡","-1.2","","-10.1","","51","","3","","12","","48.3","","101.21","","","","-5","","NA"
"2017-01-01 21:00","2017","01","01","21:00","‡","-1.0","","-10.4","","49","","2","","18","","48.3","","101.28","","","","-6","","NA"
"2017-01-01 22:00","2017","01","01","22:00","‡","-1.7","","-10.8","","50","","2","","11","","48.3","","101.33","","","","-6","","Mostly Cloudy"
"2017-01-01 23:00","2017","01","01","23:00","‡","-3.0","","-9.9","","59","","36","","12","","32.2","","101.37","","","","-7","","NA"
"2017-01-02 00:00","2017","01","02","00:00","‡","-2.6","","-10.5","","55","","36","","9","","32.2","","101.40","","","","-6","","NA"
"2017-01-02 01:00","2017","01","02","01:00","‡","-2.4","","-11.0","","52","","2","","11","","32.2","","101.43","","","","-6","","Mainly Clear"
"2017-01-02 02:00","2017","01","02","02:00","‡","-2.2","","-11.8","","48","","4","","14","","32.2","","101.45","","","","-7","","NA"
"2017-01-02 03:00","2017","01","02","03:00","‡","-2.4","","-11.7","","49","","3","","14","","32.2","","101.49","","","","-7","","NA"
"2017-01-02 04:00","2017","01","02","04:00","‡","-3.0","","-12.3","","49","","3","","11","","48.3","","101.51","","","","-7","","Clear"
"2017-01-02 05:00","2017","01","02","05:00","‡","-2.8","","-12.1","","49","","4","","13","","48.3","","101.55","","","","-7","","NA"
"2017-01-02 06:00","2017","01","02","06:00","‡","-2.7","","-12.5","","47","","4","","16","","48.3","","101.60","","","","-8","","NA"
"2017-01-02 07:00","2017","01","02","07:00","‡","-3.0","","-12.8","","47","","3","","12","","48.3","","101.64","","","","-7","","Clear"
"2017-01-02 08:00","2017","01","02","08:00","‡","-2.7","","-13.4","","44","","3","","13","","48.3","","101.69","","","","-7","","NA"
"2017-01-02 09:00","2017","01","02","09:00","‡","-3.0","","-12.3","","49","","3","","10","","48.3","","101.78","","","","-7","","NA"
"2017-01-02 10:00","2017","01","02","10:00","‡","-0.9","","-12.9","","40","","3","","13","","48.3","","101.86","","","","-5","","Clear"
"2017-01-02 11:00","2017","01","02","11:00","‡","-0.1","","-11.9","","41","","3","","14","","48.3","","101.92","","","","-4","","NA"
"2017-01-02 12:00","2017","01","02","12:00","‡","0.7","","-12.1","","38","","5","","14","","48.3","","101.92","","","","","","NA"
"2017-01-02 13:00","2017","01","02","13:00","‡","1.1","","-13.1","","34","","7","","14","","48.3","","101.92","","","","","","Clear"
"2017-01-02 14:00","2017","01","02","14:00","‡","1.3","","-12.9","","34","","6","","14","","48.3","","101.95","","","","","","NA"
"2017-01-02 15:00","2017","01","02","15:00","‡","1.1","","-13.5","","33","","6","","15","","48.3","","102.01","","","","","","NA"
"2017-01-02 16:00","2017","01","02","16:00","‡","0.2","","-12.9","","37","","7","","15","","48.3","","102.08","","","","","","Clear"
"2017-01-02 17:00","2017","01","02","17:00","‡","-1.2","","-12.9","","41","","5","","11","","48.3","","102.15","","","","-5","","NA"
"2017-01-02 18:00","2017","01","02","18:00","‡","-1.9","","-12.9","","43","","6","","12","","48.3","","102.17","","","","-6","","NA"
"2017-01-02 19:00","2017","01","02","19:00","‡","-1.9","","-13.5","","41","","9","","8","","48.3","","102.23","","","","-5","","Clear"
"2017-01-02 20:00","2017","01","02","20:00","‡","-5.0","","-11.8","","59","","10","","13","","48.3","","102.31","","","","-10","","NA"
"2017-01-02 21:00","2017","01","02","21:00","‡","-4.7","","-11.3","","60","","9","","18","","48.3","","102.38","","","","-11","","NA"
"2017-01-02 22:00","2017","01","02","22:00","‡","-4.2","","-12.2","","54","","9","","20","","48.3","","102.41","","","","-11","","Clear"
"2017-01-02 23:00","2017","01","02","23:00","‡","-3.5","","-12.5","","50","","8","","17","","48.3","","102.47","","","","-9","","NA"
"2017-01-03 00:00","2017","01","03","00:00","‡","-3.2","","-13.0","","47","","8","","17","","48.3","","102.54","","","","-9","","NA"
"2017-01-03 01:00","2017","01","03","01:00","‡","-4.3","","-12.3","","54","","9","","11","","48.3","","102.57","","","","-9","","Clear"
"2017-01-03 02:00","2017","01","03","02:00","‡","-6.1","","-12.3","","62","","9","","13","","48.3","","102.62","","","","-11","","NA"
"2017-01-03 03:00","2017","01","03","03:00","‡","-4.4","","-13.1","","51","","8","","18","","48.3","","102.68","","","","-10","","NA"
"2017-01-03 04:00","2017","01","03","04:00","‡","-4.4","","-13.3","","50","","7","","12","","48.3","","102.73","","","","-9","","Clear"
"2017-01-03 05:00","2017","01","03","05:00","‡","-7.1","","-13.0","","63","","7","","9","","48.3","","102.76","","","","-11","","NA"
"2017-01-03 06:00","2017","01","03","06:00","‡","-5.7","","-12.5","","59","","8","","14","","48.3","","102.77","","","","-11","","NA"
"2017-01-03 07:00","2017","01","03","07:00","‡","-6.0","","-12.6","","60","","8","","14","","48.3","","102.78","","","","-12","","Clear"
"2017-01-03 08:00","2017","01","03","08:00","‡","-5.5","","-12.7","","57","","10","","9","","48.3","","102.80","","","","-10","","NA"
"2017-01-03 09:00","2017","01","03","09:00","‡","-5.0","","-12.5","","56","","8","","11","","48.3","","102.83","","","","-10","","NA"
"2017-01-03 10:00","2017","01","03","10:00","‡","-3.8","","-11.1","","57","","9","","8","","48.3","","102.85","","","","-7","","Clear"
"2017-01-03 11:00","2017","01","03","11:00","‡","-2.1","","-11.2","","50","","10","","6","","48.3","","102.85","","","","-4","","NA"
"2017-01-03 12:00","2017","01","03","12:00","‡","-1.0","","-14.3","","36","","9","","3","","48.3","","102.86","","","","-2","","NA"
"2017-01-03 13:00","2017","01","03","13:00","‡","-0.3","","-12.7","","39","","7","","6","","48.3","","102.84","","","","-2","","Clear"
"2017-01-03 14:00","2017","01","03","14:00","‡","0.1","","-14.4","","33","","11","","7","","48.3","","102.82","","","","","","NA"
"2017-01-03 15:00","2017","01","03","15:00","‡","-0.1","","-10.4","","46","","29","","7","","48.3","","102.80","","","","-3","","NA"
"2017-01-03 16:00","2017","01","03","16:00","‡","-0.2","","-14.7","","33","","27","","4","","48.3","","102.81","","","","-1","","Clear"
"2017-01-03 17:00","2017","01","03","17:00","‡","-0.8","","-14.5","","35","","36","","1","","48.3","","102.83","","","","-1","","NA"
