"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-05-01 00:00","2016","05","01","00:00","‡","9.8","","7.6","","86","","34","","7","","32.2","","102.53","","","","","","NA"
"2016-05-01 01:00","2016","05","01","01:00","‡","10.1","","7.0","","81","","35","","5","","24.1","","102.49","","","","","","Clear"
"2016-05-01 02:00","2016","05","01","02:00","‡","9.5","","6.2","","80","","36","","1","","24.1","","102.46","","","","","","NA"
"2016-05-01 03:00","2016","05","01","03:00","‡","9.2","","6.7","","84","","11","","8","","24.1","","102.43","","","","","","NA"
"2016-05-01 04:00","2016","05","01","04:00","‡","8.5","","6.0","","84","","2","","7","","32.2","","102.41","","","","","","Clear"
"2016-05-01 05:00","2016","05","01","05:00","‡","8.8","","5.9","","82","","36","","3","","48.3","","102.39","","","","","","NA"
"2016-05-01 06:00","2016","05","01","06:00","‡","10.4","","7.5","","82","","18","","3","","48.3","","102.37","","","","","","NA"
"2016-05-01 07:00","2016","05","01","07:00","‡","13.4","","11.1","","86","","36","","2","","48.3","","102.34","","","","","","Mainly Clear"
"2016-05-01 08:00","2016","05","01","08:00","‡","13.6","","11.0","","84","","20","","3","","48.3","","102.28","","","","","","NA"
"2016-05-01 09:00","2016","05","01","09:00","‡","15.2","","10.9","","75","","29","","15","","48.3","","102.22","","","","","","NA"
"2016-05-01 10:00","2016","05","01","10:00","‡","15.8","","10.8","","72","","29","","13","","48.3","","102.14","","","","","","Mainly Clear"
"2016-05-01 11:00","2016","05","01","11:00","‡","16.7","","11.1","","69","","29","","16","","48.3","","102.07","","","","","","NA"
"2016-05-01 12:00","2016","05","01","12:00","‡","17.6","","9.6","","59","","29","","15","","48.3","","101.96","","","","","","NA"
"2016-05-01 13:00","2016","05","01","13:00","‡","17.7","","9.2","","57","","28","","16","","48.3","","101.86","","","","","","Mainly Clear"
"2016-05-01 14:00","2016","05","01","14:00","‡","18.8","","9.7","","55","","28","","13","","48.3","","101.79","","","","","","NA"
"2016-05-01 15:00","2016","05","01","15:00","‡","19.4","","10.2","","55","","28","","13","","48.3","","101.69","","","","","","NA"
"2016-05-01 16:00","2016","05","01","16:00","‡","19.1","","12.5","","65","","29","","13","","48.3","","101.58","","","","","","Clear"
"2016-05-01 17:00","2016","05","01","17:00","‡","18.9","","12.0","","64","","30","","11","","48.3","","101.50","","","","","","NA"
"2016-05-01 18:00","2016","05","01","18:00","‡","18.5","","10.9","","61","","30","","11","","48.3","","101.40","","","","","","NA"
"2016-05-01 19:00","2016","05","01","19:00","‡","16.6","","11.4","","71","","29","","10","","48.3","","101.34","","","","","","Clear"
"2016-05-01 20:00","2016","05","01","20:00","‡","14.3","","10.6","","78","","24","","10","","48.3","","101.35","","","","","","NA"
"2016-05-01 21:00","2016","05","01","21:00","‡","13.3","","11.4","","88","","24","","5","","48.3","","101.34","","","","","","NA"
"2016-05-01 22:00","2016","05","01","22:00","‡","14.0","","12.7","","92","","12","","4","","32.2","","101.36","","","","","","Clear"
"2016-05-01 23:00","2016","05","01","23:00","‡","13.8","","10.8","","82","","16","","8","","32.2","","101.36","","","","","","NA"
"2016-05-02 00:00","2016","05","02","00:00","‡","10.8","","9.9","","94","","23","","5","","32.2","","101.40","","","","","","NA"
"2016-05-02 01:00","2016","05","02","01:00","‡","11.3","","8.9","","85","","2","","5","","32.2","","101.41","","","","","","Clear"
"2016-05-02 02:00","2016","05","02","02:00","‡","11.8","","8.5","","80","","6","","5","","32.2","","101.41","","","","","","NA"
"2016-05-02 03:00","2016","05","02","03:00","‡","10.7","","7.2","","79","","5","","6","","32.2","","101.42","","","","","","NA"
"2016-05-02 04:00","2016","05","02","04:00","‡","11.1","","5.2","","67","","9","","7","","48.3","","101.43","","","","","","Clear"
"2016-05-02 05:00","2016","05","02","05:00","‡","11.0","","6.0","","71","","14","","3","","48.3","","101.42","","","","","","NA"
"2016-05-02 06:00","2016","05","02","06:00","‡","11.8","","7.9","","77","","30","","6","","48.3","","101.48","","","","","","NA"
"2016-05-02 07:00","2016","05","02","07:00","‡","14.5","","8.7","","68","","22","","7","","48.3","","101.51","","","","","","Clear"
"2016-05-02 08:00","2016","05","02","08:00","‡","17.4","","8.4","","55","","1","","7","","48.3","","101.50","","","","","","NA"
"2016-05-02 09:00","2016","05","02","09:00","‡","18.8","","10.7","","59","","28","","9","","48.3","","101.47","","","","","","NA"
"2016-05-02 10:00","2016","05","02","10:00","‡","19.6","","9.9","","53","","28","","11","","48.3","","101.48","","","","","","Clear"
"2016-05-02 11:00","2016","05","02","11:00","‡","19.8","","11.2","","57","","29","","12","","48.3","","101.48","","","","","","NA"
"2016-05-02 12:00","2016","05","02","12:00","‡","20.3","","12.6","","61","","28","","10","","48.3","","101.42","","","","","","NA"
"2016-05-02 13:00","2016","05","02","13:00","‡","22.7","","12.5","","52","","27","","11","","48.3","","101.34","","25","","","","Mainly Clear"
"2016-05-02 14:00","2016","05","02","14:00","‡","21.1","","13.2","","60","","28","","17","","48.3","","101.29","","","","","","NA"
"2016-05-02 15:00","2016","05","02","15:00","‡","20.1","","12.9","","63","","30","","16","","48.3","","101.22","","","","","","NA"
"2016-05-02 16:00","2016","05","02","16:00","‡","24.4","","14.7","","54","","30","","9","","48.3","","101.16","","28","","","","Mostly Cloudy"
"2016-05-02 17:00","2016","05","02","17:00","‡","23.0","","13.3","","54","","30","","8","","48.3","","101.12","","26","","","","NA"
"2016-05-02 18:00","2016","05","02","18:00","‡","21.4","","13.2","","59","","30","","12","","48.3","","101.08","","","","","","NA"
"2016-05-02 19:00","2016","05","02","19:00","‡","18.8","","12.2","","65","","31","","10","","48.3","","101.11","","","","","","Mainly Clear"
"2016-05-02 20:00","2016","05","02","20:00","‡","19.0","","11.4","","61","","31","","5","","48.3","","101.15","","","","","","NA"
"2016-05-02 21:00","2016","05","02","21:00","‡","16.2","","11.6","","74","","31","","11","","48.3","","101.23","","","","","","NA"
"2016-05-02 22:00","2016","05","02","22:00","‡","20.1","","8.6","","47","","4","","10","","48.3","","101.27","","","","","","Mostly Cloudy"
"2016-05-02 23:00","2016","05","02","23:00","‡","19.8","","10.1","","53","","8","","17","","32.2","","101.29","","","","","","NA"
"2016-05-03 00:00","2016","05","03","00:00","‡","19.0","","11.2","","60","","35","","11","","32.2","","101.26","","","","","","NA"
"2016-05-03 01:00","2016","05","03","01:00","‡","15.4","","11.0","","75","","16","","8","","32.2","","101.31","","","","","","Mainly Clear"
"2016-05-03 02:00","2016","05","03","02:00","‡","16.0","","11.0","","72","","14","","3","","32.2","","101.40","","","","","","NA"
"2016-05-03 03:00","2016","05","03","03:00","‡","15.0","","11.8","","81","","4","","9","","32.2","","101.40","","","","","","NA"
"2016-05-03 04:00","2016","05","03","04:00","‡","16.2","","11.2","","72","","36","","7","","32.2","","101.39","","","","","","Mostly Cloudy"
"2016-05-03 05:00","2016","05","03","05:00","‡","15.2","","11.8","","80","","18","","17","","32.2","","101.46","","","","","","NA"
"2016-05-03 06:00","2016","05","03","06:00","‡","15.9","","11.3","","74","","11","","7","","48.3","","101.47","","","","","","Rain"
"2016-05-03 07:00","2016","05","03","07:00","‡","16.2","","12.2","","77","","26","","13","","48.3","","101.56","","","","","","Cloudy"
"2016-05-03 08:00","2016","05","03","08:00","‡","16.2","","13.2","","82","","34","","25","","48.3","","101.52","","","","","","Rain"
"2016-05-03 09:00","2016","05","03","09:00","‡","17.6","","13.6","","77","","27","","21","","48.3","","101.58","","","","","","NA"
"2016-05-03 10:00","2016","05","03","10:00","‡","18.8","","13.3","","70","","29","","26","","48.3","","101.58","","","","","","Cloudy"
"2016-05-03 11:00","2016","05","03","11:00","‡","18.5","","14.7","","78","","27","","23","","48.3","","101.59","","","","","","NA"
"2016-05-03 12:00","2016","05","03","12:00","‡","17.0","","14.0","","82","","26","","27","","48.3","","101.60","","","","","","NA"
"2016-05-03 13:00","2016","05","03","13:00","‡","17.9","","13.5","","75","","28","","23","","48.3","","101.62","","","","","","Cloudy"
"2016-05-03 14:00","2016","05","03","14:00","‡","18.1","","14.1","","77","","28","","25","","48.3","","101.63","","","","","","NA"
"2016-05-03 15:00","2016","05","03","15:00","‡","17.6","","13.8","","78","","28","","24","","48.3","","101.61","","","","","","NA"
"2016-05-03 16:00","2016","05","03","16:00","‡","16.2","","13.4","","83","","28","","30","","48.3","","101.61","","","","","","Cloudy"
"2016-05-03 17:00","2016","05","03","17:00","‡","15.7","","13.4","","86","","28","","26","","48.3","","101.65","","","","","","NA"
"2016-05-03 18:00","2016","05","03","18:00","‡","16.2","","12.8","","80","","29","","20","","48.3","","101.63","","","","","","NA"
"2016-05-03 19:00","2016","05","03","19:00","‡","15.5","","11.9","","79","","30","","7","","48.3","","101.66","","","","","","Cloudy"
"2016-05-03 20:00","2016","05","03","20:00","‡","14.3","","13.0","","92","","25","","10","","32.2","","101.72","","","","","","Rain Showers"
"2016-05-03 21:00","2016","05","03","21:00","‡","14.3","","13.0","","92","","23","","9","","32.2","","101.74","","","","","","NA"
"2016-05-03 22:00","2016","05","03","22:00","‡","14.3","","13.2","","93","","30","","9","","32.2","","101.77","","","","","","Rain Showers"
"2016-05-03 23:00","2016","05","03","23:00","‡","14.0","","13.1","","94","","29","","17","","24.1","","101.81","","","","","","Rain Showers"
"2016-05-04 00:00","2016","05","04","00:00","‡","12.6","","10.2","","85","","29","","33","","24.1","","101.83","","","","","","NA"
"2016-05-04 01:00","2016","05","04","01:00","‡","12.2","","10.8","","91","","28","","39","","24.1","","101.81","","","","","","Cloudy"
"2016-05-04 02:00","2016","05","04","02:00","‡","11.7","","10.1","","90","","28","","37","","24.1","","101.79","","","","","","NA"
"2016-05-04 03:00","2016","05","04","03:00","‡","11.1","","9.0","","87","","29","","35","","24.1","","101.77","","","","","","NA"
"2016-05-04 04:00","2016","05","04","04:00","‡","10.7","","8.1","","84","","29","","44","","24.1","","101.74","","","","","","Cloudy"
"2016-05-04 05:00","2016","05","04","05:00","‡","10.5","","7.6","","82","","29","","47","","24.1","","101.73","","","","","","NA"
"2016-05-04 06:00","2016","05","04","06:00","‡","10.0","","7.4","","84","","29","","43","","24.1","","101.77","","","","","","Rain Showers"
"2016-05-04 07:00","2016","05","04","07:00","‡","10.1","","7.4","","83","","29","","40","","24.1","","101.75","","","","","","Rain Showers"
"2016-05-04 08:00","2016","05","04","08:00","‡","10.0","","8.1","","88","","29","","35","","24.1","","101.78","","","","","","Rain Showers"
"2016-05-04 09:00","2016","05","04","09:00","‡","10.3","","7.6","","83","","29","","39","","24.1","","101.75","","","","","","Rain Showers"
"2016-05-04 10:00","2016","05","04","10:00","‡","11.2","","7.5","","78","","28","","39","","24.1","","101.78","","","","","","Cloudy"
"2016-05-04 11:00","2016","05","04","11:00","‡","12.2","","7.5","","73","","29","","35","","24.1","","101.77","","","","","","NA"
