"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-02-01 00:00","2017","02","01","00:00","‡","-0.6","","-11.1","","45","","12","","4","","48.3","","102.99","","","","-2","","NA"
"2017-02-01 01:00","2017","02","01","01:00","‡","-1.8","","-9.5","","56","","6","","9","","48.3","","103.04","","","","-5","","Mainly Clear"
"2017-02-01 02:00","2017","02","01","02:00","‡","-1.6","","-10.0","","53","","2","","10","","48.3","","103.11","","","","-5","","NA"
"2017-02-01 03:00","2017","02","01","03:00","‡","-0.2","","-10.2","","47","","5","","18","","48.3","","103.09","","","","-5","","NA"
"2017-02-01 04:00","2017","02","01","04:00","‡","-0.1","","-11.0","","44","","6","","18","","48.3","","103.05","","","","-5","","Mainly Clear"
"2017-02-01 05:00","2017","02","01","05:00","‡","-0.6","","-11.1","","45","","7","","13","","48.3","","103.01","","","","-5","","NA"
"2017-02-01 06:00","2017","02","01","06:00","‡","-4.4","","-10.2","","64","","5","","3","","48.3","","102.99","","","","-6","","NA"
"2017-02-01 07:00","2017","02","01","07:00","‡","-2.1","","-10.0","","55","","9","","7","","48.3","","102.98","","","","-5","","Mainly Clear"
"2017-02-01 08:00","2017","02","01","08:00","‡","-2.4","","-9.6","","58","","1","","6","","48.3","","102.96","","","","-5","","NA"
"2017-02-01 09:00","2017","02","01","09:00","‡","0.6","","-9.2","","48","","8","","12","","48.3","","102.96","","","","","","NA"
"2017-02-01 10:00","2017","02","01","10:00","‡","2.9","","-9.8","","39","","3","","8","","48.3","","102.96","","","","","","Mainly Clear"
"2017-02-01 11:00","2017","02","01","11:00","‡","4.0","","-10.9","","33","","2","","7","","48.3","","102.93","","","","","","NA"
"2017-02-01 12:00","2017","02","01","12:00","‡","4.0","","-6.3","","47","","25","","13","","48.3","","102.89","","","","","","NA"
"2017-02-01 13:00","2017","02","01","13:00","‡","7.0","","-15.2","","19","","5","","19","","48.3","","102.79","","","","","","Mainly Clear"
"2017-02-01 14:00","2017","02","01","14:00","‡","7.3","","-14.9","","19","","6","","23","","48.3","","102.71","","","","","","NA"
"2017-02-01 15:00","2017","02","01","15:00","‡","7.2","","-15.7","","18","","4","","21","","48.3","","102.69","","","","","","NA"
"2017-02-01 16:00","2017","02","01","16:00","‡","4.3","","-3.5","","57","","30","","12","","48.3","","102.68","","","","","","Mainly Clear"
"2017-02-01 17:00","2017","02","01","17:00","‡","5.0","","-15.1","","22","","6","","17","","48.3","","102.67","","","","","","NA"
"2017-02-01 18:00","2017","02","01","18:00","‡","3.8","","-14.6","","25","","6","","9","","48.3","","102.66","","","","","","NA"
"2017-02-01 19:00","2017","02","01","19:00","‡","2.9","","-14.4","","27","","7","","10","","48.3","","102.65","","","","","","Mainly Clear"
"2017-02-01 20:00","2017","02","01","20:00","‡","2.0","","-14.7","","28","","9","","8","","48.3","","102.65","","","","","","NA"
"2017-02-01 21:00","2017","02","01","21:00","‡","0.1","","-13.3","","36","","9","","9","","48.3","","102.64","","","","","","NA"
"2017-02-01 22:00","2017","02","01","22:00"
"2017-02-01 23:00","2017","02","01","23:00","‡","0.9","","-13.3","","34","","8","","13","","48.3","","102.62","","","","","","NA"
"2017-02-02 00:00","2017","02","02","00:00","‡","-0.8","","-12.2","","42","","9","","15","","48.3","","102.59","","","","-5","","NA"
"2017-02-02 01:00","2017","02","02","01:00","‡","0.2","","-13.9","","34","","12","","8","","48.3","","102.55","","","","","","Clear"
"2017-02-02 02:00","2017","02","02","02:00","‡","-1.1","","-11.9","","44","","2","","4","","48.3","","102.53","","","","-2","","NA"
"2017-02-02 03:00","2017","02","02","03:00","‡","-5.1","","-10.7","","65","","30","","3","","48.3","","102.53","","","","-6","","NA"
"2017-02-02 04:00","2017","02","02","04:00","‡","-3.5","","-12.5","","50","","0","","1","","48.3","","102.51","","","","-4","","Clear"
"2017-02-02 05:00","2017","02","02","05:00","‡","-3.9","","-11.2","","57","","25","","7","","48.3","","102.48","","","","-7","","NA"
"2017-02-02 06:00","2017","02","02","06:00","‡","-3.9","","-9.2","","67","","35","","6","","48.3","","102.45","","","","-7","","NA"
"2017-02-02 07:00","2017","02","02","07:00","‡","-1.6","","-11.0","","49","","13","","4","","48.3","","102.41","","","","-3","","Mainly Clear"
"2017-02-02 08:00","2017","02","02","08:00","‡","-4.4","","-10.8","","61","","1","","4","","48.3","","102.43","","","","-6","","NA"
"2017-02-02 09:00","2017","02","02","09:00","‡","-1.3","","-8.5","","58","","9","","9","","48.3","","102.38","","","","-5","","NA"
"2017-02-02 10:00","2017","02","02","10:00","‡","3.3","","-10.1","","37","","36","","3","","48.3","","102.38","","","","","","Mostly Cloudy"
"2017-02-02 11:00","2017","02","02","11:00","‡","4.1","","-8.3","","40","","25","","9","","48.3","","102.37","","","","","","NA"
"2017-02-02 12:00","2017","02","02","12:00","‡","4.9","","-8.3","","38","","30","","11","","48.3","","102.30","","","","","","NA"
"2017-02-02 13:00","2017","02","02","13:00","‡","5.7","","-7.2","","39","","29","","14","","48.3","","102.17","","","","","","Cloudy"
"2017-02-02 14:00","2017","02","02","14:00","‡","4.7","","-6.5","","44","","28","","17","","48.3","","102.06","","","","","","NA"
"2017-02-02 15:00","2017","02","02","15:00","‡","4.9","","-7.3","","41","","28","","15","","48.3","","101.96","","","","","","NA"
"2017-02-02 16:00","2017","02","02","16:00","‡","4.2","","-3.3","","58","","29","","17","","48.3","","101.90","","","","","","Cloudy"
"2017-02-02 17:00","2017","02","02","17:00","‡","1.6","","-2.9","","72","","29","","16","","48.3","","101.85","","","","","","NA"
"2017-02-02 18:00","2017","02","02","18:00","‡","0.2","","-3.2","","78","","30","","12","","48.3","","101.78","","","","","","NA"
"2017-02-02 19:00","2017","02","02","19:00","‡","0.4","","-3.9","","73","","1","","7","","32.2","","101.71","","","","","","Mostly Cloudy"
"2017-02-02 20:00","2017","02","02","20:00","‡","0.9","","-4.0","","70","","10","","6","","32.2","","101.66","","","","","","NA"
"2017-02-02 21:00","2017","02","02","21:00","‡","-1.1","","-5.0","","75","","8","","7","","32.2","","101.57","","","","-4","","NA"
"2017-02-02 22:00","2017","02","02","22:00","‡","-0.7","","-5.0","","73","","10","","8","","32.2","","101.51","","","","-4","","Mostly Cloudy"
"2017-02-02 23:00","2017","02","02","23:00","‡","-1.0","","-5.1","","74","","9","","7","","32.2","","101.42","","","","-4","","NA"
"2017-02-03 00:00","2017","02","03","00:00","‡","-1.1","","-5.2","","74","","8","","7","","32.2","","101.32","","","","-4","","NA"
"2017-02-03 01:00","2017","02","03","01:00","‡","-0.9","","-5.3","","72","","10","","8","","32.2","","101.19","","","","-4","","Cloudy"
"2017-02-03 02:00","2017","02","03","02:00","‡","-1.3","","-8.3","","59","","11","","7","","32.2","","101.08","","","","-4","","NA"
"2017-02-03 03:00","2017","02","03","03:00","‡","-1.9","","-6.1","","73","","7","","5","","32.2","","100.94","","","","-4","","NA"
"2017-02-03 04:00","2017","02","03","04:00","‡","-1.2","","-4.9","","76","","36","","1","","32.2","","100.77","","","","-2","","Cloudy"
"2017-02-03 05:00","2017","02","03","05:00","‡","-0.1","","-7.4","","58","","15","","6","","32.2","","100.66","","","","-2","","NA"
"2017-02-03 06:00","2017","02","03","06:00","‡","-0.6","","-4.9","","73","","35","","13","","32.2","","100.60","","","","-5","","NA"
"2017-02-03 07:00","2017","02","03","07:00","‡","-0.7","","-3.7","","80","","36","","3","","9.7","","100.54","","","","-2","","Snow"
"2017-02-03 08:00","2017","02","03","08:00","‡","-1.6","","-2.4","","94","","14","","12","","0.6","","100.48","","","","-6","","Moderate Snow"
"2017-02-03 09:00","2017","02","03","09:00","‡","-1.8","","-2.4","","96","","8","","8","","0.6","","100.38","","","","-5","","Moderate Snow"
"2017-02-03 10:00","2017","02","03","10:00","‡","-1.8","","-2.4","","96","","9","","6","","4.8","","100.31","","","","-4","","Snow"
"2017-02-03 11:00","2017","02","03","11:00","‡","-1.3","","-2.4","","92","","14","","5","","4.8","","100.23","","","","-3","","Snow"
"2017-02-03 12:00","2017","02","03","12:00","‡","-1.1","","-2.4","","91","","10","","8","","4.8","","100.10","","","","-4","","Snow"
"2017-02-03 13:00","2017","02","03","13:00","‡","-1.0","","-1.8","","94","","12","","7","","1.2","","99.95","","","","-4","","Snow"
"2017-02-03 14:00","2017","02","03","14:00","‡","-1.0","","-1.6","","96","","20","","4","","0.8","","99.83","","","","-2","","Moderate Snow"
"2017-02-03 15:00","2017","02","03","15:00","‡","-0.5","","-1.1","","96","","18","","4","","1.6","","99.75","","","","-2","","Snow"
"2017-02-03 16:00","2017","02","03","16:00","‡","-0.3","","-0.7","","97","","20","","6","","2.0","","99.71","","","","-2","","Snow"
"2017-02-03 17:00","2017","02","03","17:00","‡","-0.1","","-0.5","","97","","19","","7","","1.2","","99.69","","","","-3","","Snow"
"2017-02-03 18:00","2017","02","03","18:00","‡","0.1","","-0.2","","98","","20","","4","","1.6","","99.69","","","","","","Snow"
"2017-02-03 19:00","2017","02","03","19:00","‡","0.1","","-0.2","","98","","8","","7","","1.2","","99.69","","","","","","Snow"
"2017-02-03 20:00","2017","02","03","20:00","‡","0.1","","-0.2","","98","","12","","8","","1.2","","99.70","","","","","","Snow"
"2017-02-03 21:00","2017","02","03","21:00","‡","0.1","","-0.2","","98","","9","","7","","1.6","","99.74","","","","","","Snow"
"2017-02-03 22:00","2017","02","03","22:00","‡","0.2","","-0.1","","98","","4","","8","","4.8","","99.75","","","","","","Snow,Fog"
"2017-02-03 23:00","2017","02","03","23:00","‡","0.4","","0.0","","97","","2","","5","","4.0","","99.81","","","","","","Rain,Snow,Fog"
"2017-02-04 00:00","2017","02","04","00:00","‡","0.5","","0.1","","97","","7","","8","","6.4","","99.83","","","","","","Snow,Ice Pellets,Fog"
"2017-02-04 01:00","2017","02","04","01:00","‡","0.3","","-0.1","","97","","29","","4","","6.4","","99.95","","","","","","Rain,Snow,Fog"
"2017-02-04 02:00","2017","02","04","02:00","‡","0.1","","-0.2","","98","","34","","6","","1.2","","100.01","","","","","","Snow"
"2017-02-04 03:00","2017","02","04","03:00","‡","0.3","","0.0","","98","","6","","8","","2.0","","100.05","","","","","","Snow"
"2017-02-04 04:00","2017","02","04","04:00","‡","0.3","","0.0","","98","","7","","9","","2.0","","100.11","","","","","","Snow"
"2017-02-04 05:00","2017","02","04","05:00","‡","0.3","","0.0","","98","","8","","12","","9.7","","100.15","","","","","","Rain,Snow"
"2017-02-04 06:00","2017","02","04","06:00","‡","0.4","","0.0","","97","","9","","14","","12.9","","100.18","","","","","","Snow"
"2017-02-04 07:00","2017","02","04","07:00","‡","0.5","","-0.1","","96","","9","","16","","4.8","","100.26","","","","","","Rain,Snow"
"2017-02-04 08:00","2017","02","04","08:00","‡","0.3","","-0.1","","97","","8","","7","","2.4","","100.37","","","","","","Snow"
"2017-02-04 09:00","2017","02","04","09:00","‡","0.3","","-0.1","","97","","11","","12","","2.4","","100.46","","","","","","Snow"
"2017-02-04 10:00","2017","02","04","10:00","‡","0.2","","-0.2","","97","","9","","12","","4.0","","100.55","","","","","","Snow"
"2017-02-04 11:00","2017","02","04","11:00","‡","0.2","","-0.7","","94","","9","","20","","12.9","","100.60","","","","","","Snow"
"2017-02-04 12:00","2017","02","04","12:00","‡","0.6","","-0.7","","91","","9","","20","","12.9","","100.57","","","","","","NA"
"2017-02-04 13:00","2017","02","04","13:00","‡","0.7","","-0.5","","92","","9","","16","","12.9","","100.53","","","","","","Cloudy"
"2017-02-04 14:00","2017","02","04","14:00","‡","0.4","","-0.5","","94","","10","","12","","2.4","","100.45","","","","","","Snow"
"2017-02-04 15:00","2017","02","04","15:00","‡","0.4","","-0.2","","96","","8","","10","","2.4","","100.34","","","","","","Snow"
"2017-02-04 16:00","2017","02","04","16:00","‡","0.4","","-0.2","","96","","10","","17","","4.8","","100.28","","","","","","Snow"
"2017-02-04 17:00","2017","02","04","17:00","‡","0.4","","-0.3","","95","","6","","3","","2.4","","100.26","","","","","","Snow"
"2017-02-04 18:00","2017","02","04","18:00","‡","0.2","","-0.1","","98","","8","","12","","4.0","","100.08","","","","","","Snow"
"2017-02-04 19:00","2017","02","04","19:00","‡","0.2","","-0.2","","97","","10","","17","","4.8","","100.13","","","","","","Ice Pellets"
"2017-02-04 20:00","2017","02","04","20:00","‡","0.2","","-0.4","","96","","26","","9","","4.0","","100.10","","","","","","Snow"
"2017-02-04 21:00","2017","02","04","21:00","‡","0.1","","-0.2","","98","","8","","6","","4.0","","100.12","","","","","","Snow"
"2017-02-04 22:00","2017","02","04","22:00","‡","0.4","","0.1","","98","","8","","17","","16.1","","100.13","","","","","","Cloudy"
"2017-02-04 23:00","2017","02","04","23:00","‡","0.5","","-0.4","","94","","9","","19","","24.1","","100.17","","","","","","NA"
"2017-02-05 00:00","2017","02","05","00:00","‡","0.4","","-0.8","","92","","8","","18","","24.1","","100.24","","","","","","NA"
"2017-02-05 01:00","2017","02","05","01:00","‡","-0.6","","-1.7","","92","","9","","13","","24.1","","100.28","","","","-5","","Mainly Clear"
"2017-02-05 02:00","2017","02","05","02:00","‡","-0.1","","-1.0","","94","","8","","14","","24.1","","100.29","","","","-4","","NA"
"2017-02-05 03:00","2017","02","05","03:00","‡","-0.6","","-1.5","","94","","10","","17","","24.1","","100.32","","","","-6","","NA"
"2017-02-05 04:00","2017","02","05","04:00","‡","-0.5","","-1.5","","93","","8","","16","","24.1","","100.39","","","","-5","","Mostly Cloudy"
"2017-02-05 05:00","2017","02","05","05:00","‡","-0.8","","-1.9","","92","","8","","18","","24.1","","100.36","","","","-6","","NA"
"2017-02-05 06:00","2017","02","05","06:00","‡","-0.8","","-1.9","","92","","9","","19","","24.1","","100.36","","","","-6","","NA"
"2017-02-05 07:00","2017","02","05","07:00","‡","-0.8","","-2.1","","91","","7","","18","","24.1","","100.37","","","","-6","","Mostly Cloudy"
"2017-02-05 08:00","2017","02","05","08:00","‡","-0.7","","-2.3","","89","","9","","18","","24.1","","100.43","","","","-6","","NA"
"2017-02-05 09:00","2017","02","05","09:00","‡","-0.6","","-2.7","","86","","10","","21","","24.1","","100.42","","","","-6","","NA"
"2017-02-05 10:00","2017","02","05","10:00","‡","-0.1","","-2.3","","85","","10","","21","","24.1","","100.43","","","","-6","","Cloudy"
"2017-02-05 11:00","2017","02","05","11:00","‡","0.1","","-2.0","","86","","9","","18","","24.1","","100.43","","","","","","NA"
"2017-02-05 12:00","2017","02","05","12:00","‡","0.3","","-2.1","","84","","8","","22","","12.9","","100.37","","","","","","NA"
"2017-02-05 13:00","2017","02","05","13:00","‡","0.4","","-0.9","","91","","9","","20","","1.2","","100.25","","","","","","Snow"
"2017-02-05 14:00","2017","02","05","14:00","‡","0.8","","-0.7","","90","","8","","20","","12.9","","100.13","","","","","","NA"
