"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-06-01 00:00","2017","06","01","00:00","‡","13.4","","12.8","","96","","17","","4","","19.3","","100.99","","","","","","NA"
"2017-06-01 01:00","2017","06","01","01:00","‡","13.3","","12.5","","95","","16","","7","","19.3","","101.00","","","","","","Rain Showers"
"2017-06-01 02:00","2017","06","01","02:00","‡","13.6","","13.0","","96","","10","","10","","24.1","","100.98","","","","","","NA"
"2017-06-01 03:00","2017","06","01","03:00","‡","13.3","","12.5","","95","","11","","16","","16.1","","100.99","","","","","","NA"
"2017-06-01 04:00","2017","06","01","04:00","‡","12.6","","12.0","","96","","9","","13","","24.1","","101.02","","","","","","Cloudy"
"2017-06-01 05:00","2017","06","01","05:00","‡","12.9","","12.3","","96","","10","","13","","24.1","","101.05","","","","","","NA"
"2017-06-01 06:00","2017","06","01","06:00","‡","13.2","","12.1","","93","","10","","12","","24.1","","101.09","","","","","","NA"
"2017-06-01 07:00","2017","06","01","07:00","‡","13.7","","12.3","","91","","11","","9","","24.1","","101.10","","","","","","Rain"
"2017-06-01 08:00","2017","06","01","08:00","‡","14.2","","12.1","","87","","11","","7","","24.1","","101.12","","","","","","Rain Showers"
"2017-06-01 09:00","2017","06","01","09:00","‡","15.0","","12.1","","83","","18","","7","","24.1","","101.13","","","","","","NA"
"2017-06-01 10:00","2017","06","01","10:00","‡","14.2","","11.5","","84","","25","","9","","24.1","","101.15","","","","","","Cloudy"
"2017-06-01 11:00","2017","06","01","11:00","‡","14.8","","11.6","","81","","21","","6","","24.1","","101.19","","","","","","NA"
"2017-06-01 12:00","2017","06","01","12:00","‡","16.7","","12.9","","78","","7","","4","","24.1","","101.21","","","","","","NA"
"2017-06-01 13:00","2017","06","01","13:00","‡","17.5","","11.8","","69","","16","","11","","48.3","","101.22","","","","","","Cloudy"
"2017-06-01 14:00","2017","06","01","14:00","‡","17.1","","11.5","","69","","17","","17","","48.3","","101.26","","","","","","NA"
"2017-06-01 15:00","2017","06","01","15:00","‡","17.3","","10.7","","65","","18","","5","","48.3","","101.29","","","","","","NA"
"2017-06-01 16:00","2017","06","01","16:00","‡","17.6","","9.6","","59","","20","","14","","48.3","","101.30","","","","","","Cloudy"
"2017-06-01 17:00","2017","06","01","17:00","‡","17.2","","10.1","","63","","18","","13","","48.3","","101.32","","","","","","NA"
"2017-06-01 18:00","2017","06","01","18:00","‡","16.6","","9.1","","61","","20","","16","","32.2","","101.33","","","","","","NA"
"2017-06-01 19:00","2017","06","01","19:00","‡","15.3","","9.9","","70","","20","","14","","32.2","","101.38","","","","","","Mostly Cloudy"
"2017-06-01 20:00","2017","06","01","20:00","‡","13.8","","10.2","","79","","18","","9","","32.2","","101.39","","","","","","NA"
"2017-06-01 21:00","2017","06","01","21:00","‡","14.1","","9.9","","76","","17","","8","","32.2","","101.38","","","","","","NA"
"2017-06-01 22:00","2017","06","01","22:00","‡","14.1","","9.8","","75","","23","","5","","32.2","","101.41","","","","","","Cloudy"
"2017-06-01 23:00","2017","06","01","23:00","‡","13.9","","9.7","","76","","3","","7","","24.1","","101.42","","","","","","NA"
"2017-06-02 00:00","2017","06","02","00:00","‡","13.3","","10.8","","85","","8","","10","","24.1","","101.45","","","","","","Rain Showers"
"2017-06-02 01:00","2017","06","02","01:00","‡","13.3","","11.2","","87","","8","","9","","24.1","","101.46","","","","","","Rain Showers"
"2017-06-02 02:00","2017","06","02","02:00","‡","12.9","","11.0","","88","","9","","13","","24.1","","101.50","","","","","","NA"
"2017-06-02 03:00","2017","06","02","03:00","‡","12.8","","11.1","","89","","8","","9","","24.1","","101.54","","","","","","NA"
"2017-06-02 04:00","2017","06","02","04:00","‡","12.6","","11.0","","90","","9","","23","","24.1","","101.53","","","","","","Mostly Cloudy"
"2017-06-02 05:00","2017","06","02","05:00","‡","12.2","","11.0","","92","","10","","15","","24.1","","101.59","","","","","","NA"
"2017-06-02 06:00","2017","06","02","06:00","‡","12.9","","10.8","","87","","12","","15","","24.1","","101.64","","","","","","NA"
"2017-06-02 07:00","2017","06","02","07:00","‡","13.3","","10.3","","82","","16","","12","","24.1","","101.75","","","","","","Rain Showers"
"2017-06-02 08:00","2017","06","02","08:00","‡","13.7","","11.5","","86","","10","","10","","24.1","","101.81","","","","","","Rain Showers"
"2017-06-02 09:00","2017","06","02","09:00","‡","14.3","","11.0","","80","","17","","17","","24.1","","101.85","","","","","","Rain Showers"
"2017-06-02 10:00","2017","06","02","10:00","‡","15.5","","11.3","","76","","10","","8","","24.1","","101.88","","","","","","Cloudy"
"2017-06-02 11:00","2017","06","02","11:00","‡","16.3","","11.6","","73","","22","","13","","32.2","","101.90","","","","","","NA"
"2017-06-02 12:00","2017","06","02","12:00","‡","16.2","","11.2","","72","","23","","17","","32.2","","101.93","","","","","","NA"
"2017-06-02 13:00","2017","06","02","13:00","‡","17.3","","11.2","","67","","30","","7","","48.3","","101.91","","","","","","Mostly Cloudy"
"2017-06-02 14:00","2017","06","02","14:00","‡","18.3","","11.9","","66","","25","","15","","48.3","","101.88","","","","","","NA"
"2017-06-02 15:00","2017","06","02","15:00","‡","18.2","","11.7","","65","","26","","12","","48.3","","101.80","","","","","","NA"
"2017-06-02 16:00","2017","06","02","16:00","‡","18.1","","12.1","","68","","26","","16","","48.3","","101.75","","","","","","Cloudy"
"2017-06-02 17:00","2017","06","02","17:00","‡","16.7","","11.9","","73","","24","","14","","48.3","","101.71","","","","","","NA"
"2017-06-02 18:00","2017","06","02","18:00","‡","16.2","","9.8","","66","","23","","10","","32.2","","101.62","","","","","","NA"
"2017-06-02 19:00","2017","06","02","19:00","‡","16.1","","9.9","","66","","20","","5","","32.2","","101.55","","","","","","Mostly Cloudy"
"2017-06-02 20:00","2017","06","02","20:00","‡","13.7","","10.2","","79","","26","","5","","32.2","","101.52","","","","","","NA"
"2017-06-02 21:00","2017","06","02","21:00","‡","13.6","","10.7","","82","","34","","6","","32.2","","101.46","","","","","","NA"
"2017-06-02 22:00","2017","06","02","22:00","‡","14.4","","9.6","","73","","1","","6","","32.2","","101.40","","","","","","Mostly Cloudy"
"2017-06-02 23:00","2017","06","02","23:00","‡","11.9","","10.6","","91","","31","","5","","32.2","","101.39","","","","","","NA"
"2017-06-03 00:00","2017","06","03","00:00","‡","13.2","","11.8","","91","","36","","1","","32.2","","101.40","","","","","","NA"
"2017-06-03 01:00","2017","06","03","01:00","‡","13.5","","9.7","","77","","2","","4","","32.2","","101.41","","","","","","Mostly Cloudy"
"2017-06-03 02:00","2017","06","03","02:00","‡","12.6","","10.5","","87","","19","","6","","32.2","","101.43","","","","","","NA"
"2017-06-03 03:00","2017","06","03","03:00","‡","12.3","","9.7","","84","","11","","8","","32.2","","101.41","","","","","","NA"
"2017-06-03 04:00","2017","06","03","04:00","‡","12.8","","11.0","","88","","16","","9","","32.2","","101.50","","","","","","Cloudy"
"2017-06-03 05:00","2017","06","03","05:00","‡","13.3","","10.6","","84","","13","","8","","32.2","","101.53","","","","","","NA"
"2017-06-03 06:00","2017","06","03","06:00","‡","13.5","","9.9","","79","","21","","16","","32.2","","101.61","","","","","","NA"
"2017-06-03 07:00","2017","06","03","07:00","‡","14.2","","11.0","","81","","20","","10","","32.2","","101.63","","","","","","Mostly Cloudy"
"2017-06-03 08:00","2017","06","03","08:00","‡","14.6","","12.1","","85","","23","","9","","32.2","","101.68","","","","","","NA"
"2017-06-03 09:00","2017","06","03","09:00","‡","15.2","","9.8","","70","","28","","16","","32.2","","101.73","","","","","","NA"
"2017-06-03 10:00","2017","06","03","10:00","‡","15.2","","8.6","","65","","25","","10","","32.2","","101.77","","","","","","Mostly Cloudy"
"2017-06-03 11:00","2017","06","03","11:00","‡","15.0","","8.7","","66","","24","","10","","32.2","","101.79","","","","","","NA"
"2017-06-03 12:00","2017","06","03","12:00","‡","14.8","","8.7","","67","","20","","9","","32.2","","101.81","","","","","","NA"
"2017-06-03 13:00","2017","06","03","13:00","‡","15.2","","8.4","","63","","21","","7","","32.2","","101.81","","","","","","Mostly Cloudy"
"2017-06-03 14:00","2017","06","03","14:00","‡","16.4","","8.7","","60","","22","","14","","32.2","","101.78","","","","","","NA"
"2017-06-03 15:00","2017","06","03","15:00","‡","17.0","","8.8","","58","","21","","20","","48.3","","101.73","","","","","","NA"
"2017-06-03 16:00","2017","06","03","16:00","‡","17.0","","9.9","","63","","21","","21","","48.3","","101.67","","","","","","Mainly Clear"
"2017-06-03 17:00","2017","06","03","17:00","‡","16.1","","8.6","","61","","19","","22","","48.3","","101.61","","","","","","NA"
"2017-06-03 18:00","2017","06","03","18:00","‡","15.6","","8.1","","61","","19","","17","","48.3","","101.60","","","","","","NA"
"2017-06-03 19:00","2017","06","03","19:00","‡","15.0","","8.3","","64","","19","","7","","48.3","","101.59","","","","","","Mainly Clear"
"2017-06-03 20:00","2017","06","03","20:00","‡","14.2","","7.7","","65","","19","","7","","48.3","","101.56","","","","","","NA"
"2017-06-03 21:00","2017","06","03","21:00","‡","12.7","","7.9","","72","","12","","8","","48.3","","101.60","","","","","","NA"
"2017-06-03 22:00","2017","06","03","22:00","‡","11.8","","8.3","","79","","10","","12","","48.3","","101.63","","","","","","Mainly Clear"
"2017-06-03 23:00","2017","06","03","23:00","‡","11.7","","7.7","","76","","9","","13","","48.3","","101.60","","","","","","NA"
"2017-06-04 00:00","2017","06","04","00:00","‡","11.3","","7.5","","77","","10","","13","","48.3","","101.58","","","","","","NA"
"2017-06-04 01:00","2017","06","04","01:00","‡","10.4","","7.3","","81","","10","","14","","48.3","","101.58","","","","","","Mostly Cloudy"
"2017-06-04 02:00","2017","06","04","02:00","‡","9.6","","6.6","","82","","9","","11","","48.3","","101.60","","","","","","NA"
"2017-06-04 03:00","2017","06","04","03:00","‡","11.1","","7.0","","76","","8","","9","","48.3","","101.61","","","","","","NA"
"2017-06-04 04:00","2017","06","04","04:00","‡","10.5","","6.8","","78","","8","","9","","48.3","","101.63","","","","","","Mostly Cloudy"
"2017-06-04 05:00","2017","06","04","05:00","‡","11.5","","7.4","","76","","10","","9","","48.3","","101.68","","","","","","NA"
"2017-06-04 06:00","2017","06","04","06:00","‡","11.6","","7.6","","76","","10","","14","","32.2","","101.72","","","","","","NA"
"2017-06-04 07:00","2017","06","04","07:00","‡","12.2","","8.5","","78","","11","","14","","32.2","","101.76","","","","","","Mostly Cloudy"
"2017-06-04 08:00","2017","06","04","08:00","‡","13.2","","8.1","","71","","9","","14","","32.2","","101.80","","","","","","NA"
"2017-06-04 09:00","2017","06","04","09:00","‡","15.3","","8.2","","62","","11","","12","","32.2","","101.80","","","","","","NA"
"2017-06-04 10:00","2017","06","04","10:00","‡","15.9","","11.7","","76","","21","","16","","32.2","","101.82","","","","","","Mostly Cloudy"
"2017-06-04 11:00","2017","06","04","11:00","‡","15.5","","8.8","","64","","22","","16","","32.2","","101.85","","","","","","NA"
"2017-06-04 12:00","2017","06","04","12:00","‡","15.5","","9.6","","68","","24","","13","","32.2","","101.88","","","","","","NA"
"2017-06-04 13:00","2017","06","04","13:00","‡","16.0","","10.0","","67","","22","","18","","32.2","","101.87","","","","","","Mainly Clear"
"2017-06-04 14:00","2017","06","04","14:00","‡","17.1","","9.7","","61","","22","","19","","48.3","","101.89","","","","","","NA"
"2017-06-04 15:00","2017","06","04","15:00","‡","17.7","","6.9","","49","","21","","13","","48.3","","101.89","","","","","","NA"
"2017-06-04 16:00","2017","06","04","16:00","‡","17.5","","7.2","","51","","21","","13","","48.3","","101.90","","","","","","Mainly Clear"
"2017-06-04 17:00","2017","06","04","17:00","‡","17.0","","7.6","","53","","21","","14","","48.3","","101.93","","","","","","NA"
