"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-10-01 00:00","2017","10","01","00:00","‡","10.6","","9.5","","93","","12","","6","","24.1","","101.82","","","","","","NA"
"2017-10-01 01:00","2017","10","01","01:00","‡","9.8","","9.4","","97","","9","","11","","19.3","","101.84","","","","","","Mostly Cloudy"
"2017-10-01 02:00","2017","10","01","02:00","‡","10.9","","10.4","","96","","8","","8","","24.1","","101.82","","","","","","NA"
"2017-10-01 03:00","2017","10","01","03:00","‡","10.0","","9.5","","97","","2","","4","","24.1","","101.84","","","","","","NA"
"2017-10-01 04:00","2017","10","01","04:00","‡","10.4","","10.1","","98","","7","","5","","24.1","","101.86","","","","","","Cloudy"
"2017-10-01 05:00","2017","10","01","05:00","‡","10.1","","8.9","","92","","8","","7","","24.1","","101.88","","","","","","NA"
"2017-10-01 06:00","2017","10","01","06:00","‡","8.5","","7.9","","96","","36","","1","","24.1","","101.91","","","","","","NA"
"2017-10-01 07:00","2017","10","01","07:00","‡","8.7","","8.3","","97","","36","","1","","24.1","","101.95","","","","","","Mainly Clear"
"2017-10-01 08:00","2017","10","01","08:00","‡","12.0","","9.1","","82","","10","","5","","40.2","","101.98","","","","","","NA"
"2017-10-01 09:00","2017","10","01","09:00","‡","13.7","","10.6","","81","","31","","8","","32.2","","101.98","","","","","","NA"
"2017-10-01 10:00","2017","10","01","10:00","‡","14.0","","9.7","","75","","29","","20","","32.2","","101.99","","","","","","Mainly Clear"
"2017-10-01 11:00","2017","10","01","11:00","‡","14.7","","10.8","","78","","29","","16","","40.2","","102.01","","","","","","NA"
"2017-10-01 12:00","2017","10","01","12:00","‡","15.2","","11.2","","77","","29","","25","","48.3","","102.01","","","","","","NA"
"2017-10-01 13:00","2017","10","01","13:00","‡","15.2","","10.5","","73","","29","","28","","48.3","","102.01","","","","","","Mainly Clear"
"2017-10-01 14:00","2017","10","01","14:00","‡","15.0","","10.3","","73","","29","","30","","48.3","","101.97","","","","","","NA"
"2017-10-01 15:00","2017","10","01","15:00","‡","15.1","","10.3","","73","","28","","25","","48.3","","101.98","","","","","","NA"
"2017-10-01 16:00","2017","10","01","16:00","‡","14.2","","8.6","","69","","29","","23","","48.3","","101.97","","","","","","Mostly Cloudy"
"2017-10-01 17:00","2017","10","01","17:00","‡","14.6","","9.5","","71","","28","","17","","48.3","","101.97","","","","","","NA"
"2017-10-01 18:00","2017","10","01","18:00","‡","12.0","","9.6","","85","","28","","12","","48.3","","101.98","","","","","","NA"
"2017-10-01 19:00","2017","10","01","19:00","‡","11.1","","9.2","","88","","29","","9","","32.2","","101.98","","","","","","Mainly Clear"
"2017-10-01 20:00","2017","10","01","20:00","‡","11.3","","9.9","","91","","29","","13","","32.2","","101.97","","","","","","NA"
"2017-10-01 21:00","2017","10","01","21:00","‡","12.0","","9.0","","82","","6","","17","","32.2","","101.97","","","","","","NA"
"2017-10-01 22:00","2017","10","01","22:00","‡","11.5","","8.7","","83","","4","","15","","32.2","","101.99","","","","","","Mostly Cloudy"
"2017-10-01 23:00","2017","10","01","23:00","‡","10.9","","8.2","","83","","4","","13","","32.2","","102.00","","","","","","NA"
"2017-10-02 00:00","2017","10","02","00:00","‡","11.4","","8.2","","81","","7","","8","","32.2","","102.03","","","","","","NA"
"2017-10-02 01:00","2017","10","02","01:00","‡","8.8","","7.2","","89","","35","","4","","32.2","","102.04","","","","","","Cloudy"
"2017-10-02 02:00","2017","10","02","02:00","‡","10.9","","8.3","","84","","9","","7","","32.2","","102.05","","","","","","NA"
"2017-10-02 03:00","2017","10","02","03:00","‡","10.3","","7.5","","83","","36","","3","","32.2","","102.05","","","","","","NA"
"2017-10-02 04:00","2017","10","02","04:00","‡","9.4","","7.3","","87","","29","","6","","32.2","","102.09","","","","","","Mainly Clear"
"2017-10-02 05:00","2017","10","02","05:00","‡","8.4","","7.2","","92","","8","","4","","32.2","","102.11","","","","","","NA"
"2017-10-02 06:00","2017","10","02","06:00","‡","7.9","","6.4","","90","","2","","3","","32.2","","102.10","","","","","","NA"
"2017-10-02 07:00","2017","10","02","07:00","‡","8.4","","6.8","","90","","36","","5","","32.2","","102.12","","","","","","Mainly Clear"
