"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-07-01 00:00","2016","07","01","00:00","‡","14.8","","10.5","","75","","10","","22","","48.3","","101.85","","","","","","NA"
"2016-07-01 01:00","2016","07","01","01:00","‡","14.4","","10.1","","75","","11","","23","","48.3","","101.82","","","","","","Clear"
"2016-07-01 02:00","2016","07","01","02:00","‡","13.8","","9.9","","77","","11","","18","","48.3","","101.83","","","","","","NA"
"2016-07-01 03:00","2016","07","01","03:00","‡","13.9","","9.4","","74","","11","","22","","48.3","","101.81","","","","","","NA"
"2016-07-01 04:00","2016","07","01","04:00","‡","13.5","","9.6","","77","","11","","21","","48.3","","101.80","","","","","","Cloudy"
"2016-07-01 05:00","2016","07","01","05:00","‡","14.3","","9.8","","74","","10","","19","","48.3","","101.81","","","","","","NA"
"2016-07-01 06:00","2016","07","01","06:00","‡","14.9","","10.6","","75","","10","","20","","48.3","","101.84","","","","","","NA"
"2016-07-01 07:00","2016","07","01","07:00","‡","14.5","","11.5","","82","","12","","16","","24.1","","101.86","","","","","","Rain"
"2016-07-01 08:00","2016","07","01","08:00","‡","15.2","","11.4","","78","","11","","19","","24.1","","101.89","","","","","","NA"
"2016-07-01 09:00","2016","07","01","09:00","‡","16.1","","12.3","","78","","13","","14","","24.1","","101.92","","","","","","NA"
"2016-07-01 10:00","2016","07","01","10:00","‡","15.9","","11.7","","76","","15","","15","","19.3","","101.94","","","","","","Rain"
"2016-07-01 11:00","2016","07","01","11:00","‡","15.7","","11.1","","74","","10","","19","","24.1","","101.96","","","","","","NA"
"2016-07-01 12:00","2016","07","01","12:00","‡","16.0","","11.4","","74","","13","","16","","32.2","","101.97","","","","","","NA"
"2016-07-01 13:00","2016","07","01","13:00","‡","16.9","","12.7","","76","","13","","15","","32.2","","101.95","","","","","","Cloudy"
"2016-07-01 14:00","2016","07","01","14:00","‡","18.2","","12.7","","70","","12","","18","","32.2","","101.94","","","","","","NA"
"2016-07-01 15:00","2016","07","01","15:00","‡","18.9","","12.7","","67","","11","","12","","32.2","","101.89","","","","","","NA"
"2016-07-01 16:00","2016","07","01","16:00","‡","19.9","","13.9","","68","","17","","12","","48.3","","101.87","","","","","","Mainly Clear"
"2016-07-01 17:00","2016","07","01","17:00","‡","20.3","","12.9","","62","","17","","13","","48.3","","101.81","","","","","","NA"
"2016-07-01 18:00","2016","07","01","18:00","‡","19.5","","12.8","","65","","16","","11","","48.3","","101.79","","","","","","NA"
"2016-07-01 19:00","2016","07","01","19:00","‡","18.8","","12.6","","67","","16","","13","","48.3","","101.77","","","","","","Cloudy"
"2016-07-01 20:00","2016","07","01","20:00","‡","17.5","","12.7","","73","","13","","6","","32.2","","101.74","","","","","","NA"
"2016-07-01 21:00","2016","07","01","21:00","‡","17.5","","12.5","","72","","11","","4","","32.2","","101.73","","","","","","NA"
"2016-07-01 22:00","2016","07","01","22:00","‡","15.8","","13.0","","83","","35","","3","","32.2","","101.71","","","","","","Cloudy"
"2016-07-01 23:00","2016","07","01","23:00","‡","15.9","","13.4","","85","","30","","3","","32.2","","101.68","","","","","","NA"
"2016-07-02 00:00","2016","07","02","00:00","‡","16.7","","12.3","","75","","36","","2","","32.2","","101.63","","","","","","NA"
"2016-07-02 01:00","2016","07","02","01:00","‡","15.6","","12.8","","83","","14","","8","","32.2","","101.62","","","","","","Cloudy"
"2016-07-02 02:00","2016","07","02","02:00","‡","15.7","","13.4","","86","","14","","3","","32.2","","101.61","","","","","","NA"
"2016-07-02 03:00","2016","07","02","03:00","‡","16.1","","13.6","","85","","9","","4","","32.2","","101.61","","","","","","NA"
"2016-07-02 04:00","2016","07","02","04:00","‡","15.2","","13.8","","91","","17","","7","","32.2","","101.61","","","","","","Cloudy"
"2016-07-02 05:00","2016","07","02","05:00","‡","15.5","","13.2","","86","","12","","7","","32.2","","101.62","","","","","","NA"
"2016-07-02 06:00","2016","07","02","06:00","‡","16.0","","13.7","","86","","10","","11","","48.3","","101.62","","","","","","NA"
"2016-07-02 07:00","2016","07","02","07:00","‡","17.7","","14.6","","82","","9","","5","","48.3","","101.64","","","","","","Mostly Cloudy"
"2016-07-02 08:00","2016","07","02","08:00","‡","19.1","","14.2","","73","","11","","12","","48.3","","101.62","","","","","","NA"
"2016-07-02 09:00","2016","07","02","09:00","‡","19.7","","14.6","","72","","14","","13","","48.3","","101.60","","","","","","NA"
"2016-07-02 10:00","2016","07","02","10:00","‡","20.8","","14.1","","65","","14","","16","","48.3","","101.60","","","","","","Mostly Cloudy"
"2016-07-02 11:00","2016","07","02","11:00","‡","21.5","","14.0","","62","","14","","19","","48.3","","101.57","","25","","","","NA"
"2016-07-02 12:00","2016","07","02","12:00","‡","22.5","","14.5","","60","","14","","14","","48.3","","101.56","","26","","","","NA"
"2016-07-02 13:00","2016","07","02","13:00","‡","22.6","","14.1","","58","","14","","21","","48.3","","101.52","","26","","","","Mostly Cloudy"
"2016-07-02 14:00","2016","07","02","14:00","‡","23.0","","13.3","","54","","17","","28","","48.3","","101.52","","26","","","","NA"
"2016-07-02 15:00","2016","07","02","15:00","‡","22.8","","13.7","","56","","16","","23","","48.3","","101.48","","26","","","","NA"
"2016-07-02 16:00","2016","07","02","16:00","‡","21.4","","13.7","","61","","16","","21","","48.3","","101.45","","25","","","","Mostly Cloudy"
"2016-07-02 17:00","2016","07","02","17:00","‡","21.0","","13.8","","63","","13","","20","","48.3","","101.42","","","","","","NA"
"2016-07-02 18:00","2016","07","02","18:00","‡","19.6","","13.2","","66","","12","","19","","48.3","","101.40","","","","","","NA"
"2016-07-02 19:00","2016","07","02","19:00","‡","19.6","","11.5","","59","","12","","23","","48.3","","101.40","","","","","","Mainly Clear"
"2016-07-02 20:00","2016","07","02","20:00","‡","17.3","","10.5","","64","","10","","23","","48.3","","101.40","","","","","","NA"
"2016-07-02 21:00","2016","07","02","21:00","‡","17.1","","10.8","","66","","11","","19","","48.3","","101.42","","","","","","NA"
"2016-07-02 22:00","2016","07","02","22:00","‡","17.1","","11.7","","70","","12","","8","","32.2","","101.41","","","","","","Mostly Cloudy"
"2016-07-02 23:00","2016","07","02","23:00","‡","16.8","","12.0","","73","","11","","14","","32.2","","101.40","","","","","","NA"
"2016-07-03 00:00","2016","07","03","00:00","‡","17.9","","13.7","","76","","24","","10","","32.2","","101.42","","","","","","NA"
"2016-07-03 01:00","2016","07","03","01:00","‡","16.1","","12.3","","78","","5","","14","","32.2","","101.46","","","","","","Cloudy"
"2016-07-03 02:00","2016","07","03","02:00","‡","16.0","","12.0","","77","","4","","9","","32.2","","101.52","","","","","","NA"
"2016-07-03 03:00","2016","07","03","03:00","‡","15.4","","12.0","","80","","27","","3","","32.2","","101.57","","","","","","NA"
"2016-07-03 04:00","2016","07","03","04:00","‡","16.6","","12.2","","75","","28","","29","","32.2","","101.60","","","","","","Mostly Cloudy"
"2016-07-03 05:00","2016","07","03","05:00","‡","16.5","","13.5","","82","","27","","27","","48.3","","101.64","","","","","","NA"
"2016-07-03 06:00","2016","07","03","06:00","‡","16.9","","12.9","","77","","28","","36","","48.3","","101.65","","","","","","NA"
"2016-07-03 07:00","2016","07","03","07:00","‡","17.0","","12.8","","76","","28","","37","","48.3","","101.72","","","","","","Mainly Clear"
"2016-07-03 08:00","2016","07","03","08:00","‡","18.3","","12.4","","68","","27","","37","","48.3","","101.78","","","","","","NA"
"2016-07-03 09:00","2016","07","03","09:00","‡","18.0","","12.3","","69","","26","","44","","48.3","","101.82","","","","","","NA"
"2016-07-03 10:00","2016","07","03","10:00","‡","18.8","","11.2","","61","","26","","40","","48.3","","101.84","","","","","","Mainly Clear"
"2016-07-03 11:00","2016","07","03","11:00","‡","19.3","","10.9","","58","","26","","32","","48.3","","101.89","","","","","","NA"
"2016-07-03 12:00","2016","07","03","12:00","‡","19.7","","10.3","","54","","26","","26","","48.3","","101.90","","","","","","NA"
"2016-07-03 13:00","2016","07","03","13:00","‡","19.8","","11.7","","59","","25","","22","","48.3","","101.90","","","","","","Mainly Clear"
"2016-07-03 14:00","2016","07","03","14:00","‡","19.9","","11.0","","56","","24","","20","","48.3","","101.90","","","","","","NA"
"2016-07-03 15:00","2016","07","03","15:00","‡","20.2","","10.4","","53","","21","","19","","48.3","","101.89","","","","","","NA"
"2016-07-03 16:00","2016","07","03","16:00","‡","19.7","","10.5","","55","","20","","18","","48.3","","101.85","","","","","","Mainly Clear"
