"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-06-01 00:00","2016","06","01","00:00","‡","14.9","","13.8","","93","","17","","5","","32.2","","101.28","","","","","","NA"
"2016-06-01 01:00","2016","06","01","01:00","‡","15.1","","13.8","","92","","9","","4","","32.2","","101.26","","","","","","Cloudy"
"2016-06-01 02:00","2016","06","01","02:00","‡","15.1","","12.8","","86","","11","","4","","32.2","","101.25","","","","","","NA"
"2016-06-01 03:00","2016","06","01","03:00","‡","14.8","","11.0","","78","","11","","7","","32.2","","101.27","","","","","","NA"
"2016-06-01 04:00","2016","06","01","04:00","‡","14.0","","10.6","","80","","10","","13","","32.2","","101.23","","","","","","Mostly Cloudy"
"2016-06-01 05:00","2016","06","01","05:00","‡","13.8","","10.4","","80","","9","","16","","32.2","","101.24","","","","","","NA"
"2016-06-01 06:00","2016","06","01","06:00","‡","14.6","","9.7","","72","","12","","17","","48.3","","101.25","","","","","","NA"
"2016-06-01 07:00","2016","06","01","07:00","‡","16.1","","10.5","","69","","13","","17","","48.3","","101.30","","","","","","Mostly Cloudy"
"2016-06-01 08:00","2016","06","01","08:00","‡","16.4","","10.8","","69","","12","","17","","48.3","","101.31","","","","","","NA"
"2016-06-01 09:00","2016","06","01","09:00","‡","17.8","","11.2","","65","","11","","19","","48.3","","101.29","","","","","","NA"
"2016-06-01 10:00","2016","06","01","10:00","‡","18.0","","11.4","","65","","13","","21","","48.3","","101.29","","","","","","Cloudy"
"2016-06-01 11:00","2016","06","01","11:00","‡","19.5","","11.9","","61","","12","","17","","48.3","","101.26","","","","","","NA"
"2016-06-01 12:00","2016","06","01","12:00","‡","20.8","","9.8","","49","","13","","19","","48.3","","101.21","","","","","","NA"
"2016-06-01 13:00","2016","06","01","13:00","‡","20.8","","8.6","","45","","14","","18","","48.3","","101.19","","","","","","Cloudy"
"2016-06-01 14:00","2016","06","01","14:00","‡","18.6","","12.2","","66","","14","","17","","24.1","","101.20","","","","","","Rain"
"2016-06-01 15:00","2016","06","01","15:00","‡","16.5","","12.7","","78","","8","","10","","19.3","","101.23","","","","","","Rain"
